id,latest_ep,name,genre,status,score,review,publish_year,duration,link
4117,11/??,Makeine: Too Many Losing Heroines!,Tình cảm,Đang tiến hành,8.7,110,2024,?? Tập,https://animehay.cam/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4117,11/??,Makeine: Too Many Losing Heroines!,Học đường,Đang tiến hành,8.7,110,2024,?? Tập,https://animehay.cam/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4117,11/??,Makeine: Too Many Losing Heroines!,Đời thường,Đang tiến hành,8.7,110,2024,?? Tập,https://animehay.cam/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
4113,11/??,The Elusive Samurai,Anime,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4113,11/??,The Elusive Samurai,Hành động,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4113,11/??,The Elusive Samurai,Lịch sử,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4113,11/??,The Elusive Samurai,Drama,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4113,11/??,The Elusive Samurai,Phiêu lưu,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4113,11/??,The Elusive Samurai,Samurai,Đang tiến hành,8.0,74,2024,?? Tập,https://animehay.cam/thong-tin-phim/the-elusive-samurai-4113.html
4130,12/12,Madougushi Dahliya wa Utsumukanai,Anime,Hoàn thành,7.2,33,2024,12 Tập,https://animehay.cam/thong-tin-phim/madougushi-dahliya-wa-utsumukanai-4130.html
4130,12/12,Madougushi Dahliya wa Utsumukanai,Giả tưởng,Hoàn thành,7.2,33,2024,12 Tập,https://animehay.cam/thong-tin-phim/madougushi-dahliya-wa-utsumukanai-4130.html
4130,12/12,Madougushi Dahliya wa Utsumukanai,Đời thường,Hoàn thành,7.2,33,2024,12 Tập,https://animehay.cam/thong-tin-phim/madougushi-dahliya-wa-utsumukanai-4130.html
4130,12/12,Madougushi Dahliya wa Utsumukanai,Dị giới,Hoàn thành,7.2,33,2024,12 Tập,https://animehay.cam/thong-tin-phim/madougushi-dahliya-wa-utsumukanai-4130.html
4105,12/12,Plus-Sized Elf,Anime,Hoàn thành,4.0,56,2024,12 Tập,https://animehay.cam/thong-tin-phim/plus-sized-elf-4105.html
